subject_id,image_name_1,image_name_2,image_name_3,source_name,ra,dec,#size
34,ILTJ143621.99+335950.1_I.png,ILTJ143621.99+335950.1_Ip.png,ILTJ143621.99+335950.1_S.png,ILTJ143621.99+335950.1,219.091623,33.997271,50.000000
30,ILTJ143626.11+334704.5_I.png,ILTJ143626.11+334704.5_Ip.png,ILTJ143626.11+334704.5_S.png,ILTJ143626.11+334704.5,219.108795,33.784587,60.000000
33,ILTJ143626.77+354221.9_I.png,ILTJ143626.77+354221.9_Ip.png,ILTJ143626.77+354221.9_S.png,ILTJ143626.77+354221.9,219.111532,35.706100,30.000000
32,ILTJ143627.64+333327.9_I.png,ILTJ143627.64+333327.9_Ip.png,ILTJ143627.64+333327.9_S.png,ILTJ143627.64+333327.9,219.115184,33.560906,40.000000
31,ILTJ143631.29+341915.9_I.png,ILTJ143631.29+341915.9_Ip.png,ILTJ143631.29+341915.9_S.png,ILTJ143631.29+341915.9,219.130372,34.321086,30.000000
29,ILTJ143635.57+351032.3_I.png,ILTJ143635.57+351032.3_Ip.png,ILTJ143635.57+351032.3_S.png,ILTJ143635.57+351032.3,219.148214,35.175663,30.000000
28,ILTJ143641.24+345822.9_I.png,ILTJ143641.24+345822.9_Ip.png,ILTJ143641.24+345822.9_S.png,ILTJ143641.24+345822.9,219.171827,34.973049,30.000000
27,ILTJ143649.30+341321.3_I.png,ILTJ143649.30+341321.3_Ip.png,ILTJ143649.30+341321.3_S.png,ILTJ143649.30+341321.3,219.205430,34.222585,40.000000
25,ILTJ143654.37+341726.4_I.png,ILTJ143654.37+341726.4_Ip.png,ILTJ143654.37+341726.4_S.png,ILTJ143654.37+341726.4,219.226536,34.290674,30.000000
24,ILTJ143659.48+354810.4_I.png,ILTJ143659.48+354810.4_Ip.png,ILTJ143659.48+354810.4_S.png,ILTJ143659.48+354810.4,219.247853,35.802892,90.000000
23,ILTJ143701.87+343242.0_I.png,ILTJ143701.87+343242.0_Ip.png,ILTJ143701.87+343242.0_S.png,ILTJ143701.87+343242.0,219.257778,34.544999,30.000000
22,ILTJ143713.55+345505.6_I.png,ILTJ143713.55+345505.6_Ip.png,ILTJ143713.55+345505.6_S.png,ILTJ143713.55+345505.6,219.306477,34.918223,30.000000
21,ILTJ143719.06+354447.8_I.png,ILTJ143719.06+354447.8_Ip.png,ILTJ143719.06+354447.8_S.png,ILTJ143719.06+354447.8,219.329429,35.746610,30.000000
20,ILTJ143719.27+351355.6_I.png,ILTJ143719.27+351355.6_Ip.png,ILTJ143719.27+351355.6_S.png,ILTJ143719.27+351355.6,219.330308,35.232125,30.000000
18,ILTJ143725.93+334341.5_I.png,ILTJ143725.93+334341.5_Ip.png,ILTJ143725.93+334341.5_S.png,ILTJ143725.93+334341.5,219.358021,33.728214,30.000000
16,ILTJ143727.22+333036.2_I.png,ILTJ143727.22+333036.2_Ip.png,ILTJ143727.22+333036.2_S.png,ILTJ143727.22+333036.2,219.363421,33.510066,30.000000
17,ILTJ143727.78+335048.8_I.png,ILTJ143727.78+335048.8_Ip.png,ILTJ143727.78+335048.8_S.png,ILTJ143727.78+335048.8,219.365740,33.846914,30.000000
19,ILTJ143730.08+353152.0_I.png,ILTJ143730.08+353152.0_Ip.png,ILTJ143730.08+353152.0_S.png,ILTJ143730.08+353152.0,219.375343,35.531133,30.000000
15,ILTJ143735.38+343152.8_I.png,ILTJ143735.38+343152.8_Ip.png,ILTJ143735.38+343152.8_S.png,ILTJ143735.38+343152.8,219.397433,34.531345,30.000000
14,ILTJ143739.42+343718.4_I.png,ILTJ143739.42+343718.4_Ip.png,ILTJ143739.42+343718.4_S.png,ILTJ143739.42+343718.4,219.414247,34.621797,50.000000
13,ILTJ143746.23+350656.0_I.png,ILTJ143746.23+350656.0_Ip.png,ILTJ143746.23+350656.0_S.png,ILTJ143746.23+350656.0,219.442643,35.115580,30.000000
12,ILTJ143749.53+345452.8_I.png,ILTJ143749.53+345452.8_Ip.png,ILTJ143749.53+345452.8_S.png,ILTJ143749.53+345452.8,219.456366,34.914675,40.000000
10,ILTJ143756.42+351941.1_I.png,ILTJ143756.42+351941.1_Ip.png,ILTJ143756.42+351941.1_S.png,ILTJ143756.42+351941.1,219.485086,35.328106,30.000000
9,ILTJ143802.23+353717.3_I.png,ILTJ143802.23+353717.3_Ip.png,ILTJ143802.23+353717.3_S.png,ILTJ143802.23+353717.3,219.510785,35.623252,40.000000
8,ILTJ143813.09+352618.1_I.png,ILTJ143813.09+352618.1_Ip.png,ILTJ143813.09+352618.1_S.png,ILTJ143813.09+352618.1,219.554528,35.438360,50.000000
6,ILTJ143826.54+332947.3_I.png,ILTJ143826.54+332947.3_Ip.png,ILTJ143826.54+332947.3_S.png,ILTJ143826.54+332947.3,219.610585,33.496479,30.000000
4,ILTJ143826.60+335037.0_I.png,ILTJ143826.60+335037.0_Ip.png,ILTJ143826.60+335037.0_S.png,ILTJ143826.60+335037.0,219.610817,33.843623,50.000000
7,ILTJ143828.05+354122.7_I.png,ILTJ143828.05+354122.7_Ip.png,ILTJ143828.05+354122.7_S.png,ILTJ143828.05+354122.7,219.616858,35.689659,30.000000
3,ILTJ143829.35+335644.2_I.png,ILTJ143829.35+335644.2_Ip.png,ILTJ143829.35+335644.2_S.png,ILTJ143829.35+335644.2,219.628942,33.950261,70.000000
5,ILTJ143829.58+340802.8_I.png,ILTJ143829.58+340802.8_Ip.png,ILTJ143829.58+340802.8_S.png,ILTJ143829.58+340802.8,219.623259,34.134114,30.000000
1,ILTJ143838.43+341907.5_I.png,ILTJ143838.43+341907.5_Ip.png,ILTJ143838.43+341907.5_S.png,ILTJ143838.43+341907.5,219.660138,34.318762,60.000000
2,ILTJ143839.66+350227.5_I.png,ILTJ143839.66+350227.5_Ip.png,ILTJ143839.66+350227.5_S.png,ILTJ143839.66+350227.5,219.665270,35.040991,30.000000
